date,5. adjusted close
2022-12-30,100.366
2022-11-30,98.1781
2022-10-31,93.754
2022-09-30,80.9397
2022-08-31,88.741
2022-07-29,91.63
2022-06-30,94.4808
2022-05-31,93.5076
2022-04-29,92.736
2022-03-31,96.8007
2022-02-28,100.3476
2022-01-31,87.6498
2021-12-31,83.6362
2021-11-30,78.6409
2021-10-29,85.8535
2021-09-30,83.0516
2021-08-31,81.8922
2021-07-30,83.4972
2021-06-30,81.9223
2021-05-28,85.1873
2021-04-30,79.4591
2021-03-31,73.7602
2021-02-26,68.7201
2021-01-29,63.289
2020-12-31,67.8225
