date,5. adjusted close
2022-12-30,110.95
2022-11-30,109.404
2022-10-31,100.542
2022-09-30,85.5601
2022-08-31,84.1373
2022-07-29,88.0603
2022-06-30,89.8641
2022-05-31,89.9771
2022-04-29,86.7116
2022-03-31,80.2197
2022-02-28,74.2134
2022-01-31,78.9619
2021-12-31,74.2715
2021-11-30,71.9218
2021-10-29,84.5376
2021-09-30,72.1138
2021-08-31,72.5924
2021-07-30,73.1443
2021-06-30,74.0007
2021-05-28,68.3158
2021-04-30,67.0646
2021-03-31,69.3961
2021-02-26,64.8075
2021-01-29,68.7788
2020-12-31,72.9999
