date,5. adjusted close
2022-12-30,308.9
2022-11-30,318.6
2022-10-31,295.09
2022-09-30,267.02
2022-08-31,280.8
2022-07-29,300.6
2022-06-30,273.02
2022-05-31,315.98
2022-04-29,322.83
2022-03-31,352.91
2022-02-28,321.45
2022-01-31,313.02
2021-12-31,299.0
2021-11-30,276.69
2021-10-29,287.01
2021-09-30,272.94
2021-08-31,285.77
2021-07-30,278.29
2021-06-30,277.92
2021-05-28,289.44
2021-04-30,274.95
2021-03-31,255.47
2021-02-26,240.51
2021-01-29,227.87
2020-12-31,231.87
